sweep_index          Cl_1[1/cm^2]         Cl_2[1/cm^2]         Cl_3[1/cm^2]         Total[1/cm^2]        
      0.122000E+001      0.126267E+014      0.125612E+008      0.183577E+013      0.144625E+014 
      0.123000E+001      0.126211E+014      0.128167E+008      0.185949E+013      0.144806E+014 
      0.124000E+001      0.126155E+014      0.130747E+008      0.188323E+013      0.144987E+014 
      0.125000E+001      0.126099E+014      0.133354E+008      0.190699E+013      0.145169E+014 
      0.126000E+001      0.126043E+014      0.135987E+008      0.193076E+013      0.145351E+014 
      0.127000E+001      0.125988E+014      0.138646E+008      0.195454E+013      0.145534E+014 
      0.128000E+001      0.125933E+014      0.141331E+008      0.197834E+013      0.145716E+014 
      0.129000E+001      0.125878E+014      0.144042E+008      0.200216E+013      0.145900E+014 
      0.130000E+001      0.125823E+014      0.146779E+008      0.202599E+013      0.146083E+014 
      0.131000E+001      0.125769E+014      0.149543E+008      0.204983E+013      0.146267E+014 
      0.132000E+001      0.125715E+014      0.152332E+008      0.207369E+013      0.146452E+014 
      0.133000E+001      0.125661E+014      0.155148E+008      0.209756E+013      0.146637E+014 
      0.134000E+001      0.125607E+014      0.157990E+008      0.212144E+013      0.146822E+014 
      0.135000E+001      0.125554E+014      0.160858E+008      0.214534E+013      0.147008E+014 
      0.136000E+001      0.125501E+014      0.163752E+008      0.216925E+013      0.147193E+014 
      0.137000E+001      0.125448E+014      0.166673E+008      0.219318E+013      0.147380E+014 
      0.138000E+001      0.125395E+014      0.169620E+008      0.221711E+013      0.147566E+014 
      0.139000E+001      0.125343E+014      0.172593E+008      0.224106E+013      0.147753E+014 
      0.140000E+001      0.125290E+014      0.175593E+008      0.226502E+013      0.147941E+014 
      0.141000E+001      0.125238E+014      0.178619E+008      0.228899E+013      0.148128E+014 
      0.142000E+001      0.125187E+014      0.181671E+008      0.231298E+013      0.148317E+014 
      0.143000E+001      0.125135E+014      0.184750E+008      0.233697E+013      0.148505E+014 
      0.144000E+001      0.125084E+014      0.187855E+008      0.236098E+013      0.148694E+014 
      0.145000E+001      0.125033E+014      0.190986E+008      0.238499E+013      0.148883E+014 
      0.146000E+001      0.124982E+014      0.194144E+008      0.240902E+013      0.149072E+014 
      0.147000E+001      0.124931E+014      0.197329E+008      0.243306E+013      0.149262E+014 
      0.148000E+001      0.124880E+014      0.200539E+008      0.245711E+013      0.149452E+014 
      0.149000E+001      0.124830E+014      0.203777E+008      0.248117E+013      0.149642E+014 
      0.150000E+001      0.124780E+014      0.207040E+008      0.250524E+013      0.149833E+014 
      0.151000E+001      0.124730E+014      0.210331E+008      0.252932E+013      0.150024E+014 
      0.152000E+001      0.124681E+014      0.213647E+008      0.255341E+013      0.150215E+014 
      0.153000E+001      0.124631E+014      0.216991E+008      0.257751E+013      0.150407E+014 
      0.154000E+001      0.124582E+014      0.220361E+008      0.260161E+013      0.150598E+014 
      0.155000E+001      0.124533E+014      0.223757E+008      0.262573E+013      0.150791E+014 
      0.156000E+001      0.124484E+014      0.227180E+008      0.264986E+013      0.150983E+014 
      0.157000E+001      0.124436E+014      0.230630E+008      0.267400E+013      0.151176E+014 
      0.158000E+001      0.124387E+014      0.234106E+008      0.269814E+013      0.151369E+014 
      0.159000E+001      0.124339E+014      0.237609E+008      0.272230E+013      0.151562E+014 
      0.160000E+001      0.124291E+014      0.241138E+008      0.274646E+013      0.151756E+014 
      0.161000E+001      0.124243E+014      0.244694E+008      0.277063E+013      0.151949E+014 
      0.162000E+001      0.124195E+014      0.248277E+008      0.279481E+013      0.152144E+014 
      0.163000E+001      0.124148E+014      0.251886E+008      0.281900E+013      0.152338E+014 
      0.164000E+001      0.124100E+014      0.255522E+008      0.284319E+013      0.152533E+014 
      0.165000E+001      0.124053E+014      0.259185E+008      0.286740E+013      0.152728E+014 
      0.166000E+001      0.124006E+014      0.262874E+008      0.289161E+013      0.152923E+014 
      0.167000E+001      0.123960E+014      0.266590E+008      0.291583E+013      0.153118E+014 
      0.168000E+001      0.123913E+014      0.270333E+008      0.294006E+013      0.153314E+014 
      0.169000E+001      0.123867E+014      0.274102E+008      0.296429E+013      0.153510E+014 
      0.170000E+001      0.123820E+014      0.277898E+008      0.298853E+013      0.153706E+014 
      0.171000E+001      0.123774E+014      0.281721E+008      0.301278E+013      0.153902E+014 
      0.172000E+001      0.123728E+014      0.285571E+008      0.303704E+013      0.154099E+014 
      0.173000E+001      0.123683E+014      0.289447E+008      0.306131E+013      0.154296E+014 
      0.174000E+001      0.123637E+014      0.293350E+008      0.308558E+013      0.154493E+014 
      0.175000E+001      0.123592E+014      0.297280E+008      0.310985E+013      0.154691E+014 
      0.176000E+001      0.123547E+014      0.301237E+008      0.313414E+013      0.154888E+014 
      0.177000E+001      0.123502E+014      0.305220E+008      0.315843E+013      0.155086E+014 
      0.178000E+001      0.123457E+014      0.309230E+008      0.318273E+013      0.155284E+014 
      0.179000E+001      0.123412E+014      0.313267E+008      0.320703E+013      0.155483E+014 
      0.180000E+001      0.123367E+014      0.317331E+008      0.323135E+013      0.155681E+014 
      0.181000E+001      0.123323E+014      0.321421E+008      0.325566E+013      0.155880E+014 
      0.182000E+001      0.123279E+014      0.325539E+008      0.327999E+013      0.156079E+014 
      0.183000E+001      0.123234E+014      0.329683E+008      0.330432E+013      0.156278E+014 
      0.184000E+001      0.123190E+014      0.333854E+008      0.332865E+013      0.156477E+014 
      0.185000E+001      0.123147E+014      0.338052E+008      0.335300E+013      0.156677E+014 
      0.186000E+001      0.123103E+014      0.342276E+008      0.337734E+013      0.156877E+014 
      0.187000E+001      0.123059E+014      0.346528E+008      0.340170E+013      0.157077E+014 
      0.188000E+001      0.123016E+014      0.350806E+008      0.342606E+013      0.157277E+014 
      0.189000E+001      0.122973E+014      0.355111E+008      0.345042E+013      0.157477E+014 
      0.190000E+001      0.122930E+014      0.359443E+008      0.347479E+013      0.157678E+014 
      0.191000E+001      0.122887E+014      0.363802E+008      0.349917E+013      0.157879E+014 
      0.192000E+001      0.122844E+014      0.368187E+008      0.352355E+013      0.158080E+014 
      0.193000E+001      0.122801E+014      0.372600E+008      0.354794E+013      0.158281E+014 
      0.194000E+001      0.122759E+014      0.377039E+008      0.357233E+013      0.158482E+014 
      0.195000E+001      0.122716E+014      0.381505E+008      0.359673E+013      0.158684E+014 
      0.196000E+001      0.122674E+014      0.385999E+008      0.362113E+013      0.158886E+014 
      0.197000E+001      0.122632E+014      0.390518E+008      0.364554E+013      0.159087E+014 
      0.198000E+001      0.122590E+014      0.395065E+008      0.366995E+013      0.159289E+014 
      0.199000E+001      0.122548E+014      0.399639E+008      0.369437E+013      0.159492E+014 
      0.200000E+001      0.122506E+014      0.404239E+008      0.371879E+013      0.159694E+014 
