 sweep_index          Cl_1[1/cm^2]         Cl_2[1/cm^2]         Cl_3[1/cm^2]         Total[1/cm^2]        
      0.107000E+001      0.276013E+013     -0.281269E-038     -0.276013E+013      0.118125E+002 
      0.108000E+001      0.278469E+013     -0.284472E-038     -0.278469E+013     -0.500928E+001 
      0.109000E+001      0.280926E+013     -0.287696E-038     -0.280926E+013      0.348828E+001 
      0.110000E+001      0.283385E+013     -0.290939E-038     -0.283385E+013      0.127998E+002 
      0.111000E+001      0.285845E+013     -0.294202E-038     -0.285845E+013      0.833350E+001 
      0.112000E+001      0.288307E+013     -0.297486E-038     -0.288307E+013      0.120127E+002 
      0.113000E+001      0.290770E+013     -0.300790E-038     -0.290770E+013      0.203604E+002 
      0.114000E+001      0.293234E+013     -0.304115E-038     -0.293234E+013      0.566895E+001 
      0.115000E+001      0.295700E+013     -0.307461E-038     -0.295700E+013      0.900293E+001 
      0.116000E+001      0.298168E+013     -0.310829E-038     -0.298168E+013      0.197305E+002 
      0.117000E+001      0.300637E+013     -0.314218E-038     -0.300637E+013      0.132842E+002 
      0.118000E+001      0.303107E+013     -0.317630E-038     -0.303107E+013      0.435010E+001 
      0.119000E+001      0.305578E+013     -0.321064E-038     -0.305578E+013      0.568848E+000 
      0.120000E+001      0.308050E+013     -0.324520E-038     -0.308050E+013      0.115151E+002 
      0.121000E+001      0.310524E+013     -0.327999E-038     -0.310524E+013      0.612549E+001 
      0.122000E+001      0.312999E+013     -0.331502E-038     -0.312999E+013      0.116216E+002 
      0.123000E+001      0.315475E+013     -0.335027E-038     -0.315475E+013      0.414062E+000 
      0.124000E+001      0.317952E+013     -0.338577E-038     -0.317952E+013      0.936914E+001 
      0.125000E+001      0.320431E+013     -0.342150E-038     -0.320431E+013      0.119062E+002 
      0.126000E+001      0.322910E+013     -0.345747E-038     -0.322910E+013      0.652490E+001 
      0.127000E+001      0.325390E+013     -0.349369E-038     -0.325390E+013      0.487402E+001 
      0.128000E+001      0.327872E+013     -0.353015E-038     -0.327872E+013      0.126406E+002 
      0.129000E+001      0.330354E+013     -0.374756E-031     -0.330354E+013      0.243311E+001 
      0.130000E+001      0.332838E+013     -0.671139E-030     -0.332838E+013      0.121040E+002 
      0.131000E+001      0.335322E+013     -0.144272E-029     -0.335322E+013      0.224766E+002 
      0.132000E+001      0.337808E+013     -0.305568E-029     -0.337808E+013     -0.134229E+002 
      0.133000E+001      0.340294E+013     -0.105266E-028     -0.340294E+013      0.593701E+001 
      0.134000E+001      0.342782E+013     -0.215776E-028     -0.342782E+013      0.751562E+001 
      0.135000E+001      0.345270E+013     -0.387897E-028     -0.345270E+013      0.732373E+001 
      0.136000E+001      0.347759E+013     -0.703548E-028     -0.347759E+013     -0.769531E+000 
      0.137000E+001      0.350249E+013     -0.119107E-027     -0.350249E+013      0.103799E+002 
      0.138000E+001      0.352740E+013     -0.202320E-027     -0.352740E+013      0.181011E+002 
      0.139000E+001      0.355231E+013     -0.357383E-027     -0.355231E+013      0.526318E+001 
      0.140000E+001      0.357724E+013     -0.589128E-027     -0.357724E+013      0.156240E+002 
      0.141000E+001      0.360217E+013     -0.942233E-027     -0.360217E+013     -0.716016E+001 
      0.142000E+001      0.362711E+013     -0.155485E-026     -0.362711E+013      0.105815E+002 
      0.143000E+001      0.365206E+013     -0.244800E-026     -0.365206E+013      0.622559E+001 
      0.144000E+001      0.367702E+013     -0.392280E-026     -0.367702E+013      0.894092E+001 
      0.145000E+001      0.370198E+013     -0.612502E-026     -0.370198E+013      0.156841E+002 
      0.146000E+001      0.372695E+013     -0.951559E-026     -0.372695E+013     -0.572803E+001 
      0.147000E+001      0.375193E+013     -0.148532E-025     -0.375193E+013      0.249365E+001 
      0.148000E+001      0.377692E+013     -0.287677E-025     -0.377692E+013      0.169751E+002 
      0.149000E+001      0.380191E+013     -0.397965E-025     -0.380191E+013      0.577148E+000 
      0.150000E+001      0.382691E+013     -0.565205E-025     -0.382691E+013      0.743994E+001 
      0.151000E+001      0.385191E+013     -0.149271E-024     -0.385191E+013      0.954150E+001 
      0.152000E+001      0.387692E+013     -0.175841E-024     -0.387692E+013      0.440234E+001 
      0.153000E+001      0.390194E+013     -0.223306E-024     -0.390194E+013     -0.463867E-001 
      0.154000E+001      0.392697E+013     -0.295318E-024     -0.392697E+013      0.505420E+001 
      0.155000E+001      0.395200E+013     -0.450756E-024     -0.395200E+013     -0.326123E+001 
      0.156000E+001      0.397704E+013     -0.647351E-024     -0.397704E+013     -0.313232E+001 
      0.157000E+001      0.400208E+013     -0.899472E-024     -0.400208E+013      0.588965E+001 
      0.158000E+001      0.402713E+013     -0.147349E-023     -0.402713E+013      0.967383E+001 
      0.159000E+001      0.405218E+013     -0.194573E-023     -0.405218E+013      0.437988E+001 
      0.160000E+001      0.407724E+013     -0.261497E-023     -0.407724E+013      0.341123E+002 
      0.161000E+001      0.410231E+013     -0.379551E-023     -0.410231E+013      0.293018E+001 
      0.162000E+001      0.412738E+013     -0.511805E-023     -0.412738E+013      0.144736E+002 
      0.163000E+001      0.415246E+013     -0.718321E-023     -0.415246E+013      0.198242E+001 
      0.164000E+001      0.417754E+013     -0.996069E-023     -0.417754E+013     -0.351025E+001 
      0.165000E+001      0.420263E+013     -0.140010E-022     -0.420263E+013      0.183130E+002 
      0.166000E+001      0.422772E+013     -0.196108E-022     -0.422772E+013      0.101123E+002 
      0.167000E+001      0.425282E+013     -0.272983E-022     -0.425282E+013      0.829297E+001 
      0.168000E+001      0.427792E+013     -0.385289E-022     -0.427792E+013      0.589697E+001 
      0.169000E+001      0.430303E+013     -0.547970E-022     -0.430303E+013      0.148936E+002 
      0.170000E+001      0.432814E+013     -0.756950E-022     -0.432814E+013     -0.150391E+000 
      0.171000E+001      0.435326E+013     -0.105349E-021     -0.435326E+013      0.668408E+001 
      0.172000E+001      0.437838E+013     -0.146285E-021     -0.437838E+013     -0.909766E+001 
      0.173000E+001      0.440350E+013     -0.217179E-021     -0.440350E+013     -0.479492E+001 
      0.174000E+001      0.442863E+013     -0.298846E-021     -0.442863E+013      0.575195E+000 
      0.175000E+001      0.445377E+013     -0.412059E-021     -0.445377E+013      0.275293E+001 
      0.176000E+001      0.447891E+013     -0.570010E-021     -0.447891E+013      0.127617E+002 
      0.177000E+001      0.450405E+013     -0.802650E-021     -0.450405E+013      0.195098E+002 
      0.178000E+001      0.452919E+013     -0.112269E-020     -0.452919E+013      0.149902E+002 
      0.179000E+001      0.455435E+013     -0.156542E-020     -0.455435E+013      0.207676E+002 
      0.180000E+001      0.457950E+013     -0.218082E-020     -0.457950E+013      0.157646E+002 
      0.181000E+001      0.460466E+013     -0.307407E-020     -0.460466E+013      0.785449E+001 
      0.182000E+001      0.462982E+013     -0.428581E-020     -0.462982E+013      0.184189E+002 
      0.183000E+001      0.465499E+013     -0.596964E-020     -0.465499E+013      0.311426E+001 
      0.184000E+001      0.468016E+013     -0.835822E-020     -0.468016E+013     -0.767969E+001 
      0.185000E+001      0.470533E+013     -0.116449E-019     -0.470533E+013      0.153242E+002 
      0.186000E+001      0.473051E+013     -0.162822E-019     -0.473051E+013      0.119053E+002 
      0.187000E+001      0.475569E+013     -0.227591E-019     -0.475569E+013      0.635547E+001 
      0.188000E+001      0.478087E+013     -0.318048E-019     -0.478087E+013      0.773438E+000 
      0.189000E+001      0.480606E+013     -0.444932E-019     -0.480606E+013      0.117285E+001 
      0.190000E+001      0.483125E+013     -0.622189E-019     -0.483125E+013      0.744629E+001 
      0.191000E+001      0.485645E+013     -0.870619E-019     -0.485645E+013      0.972363E+001 
      0.192000E+001      0.488164E+013     -0.121968E-018     -0.488164E+013      0.497168E+001 
      0.193000E+001      0.490684E+013     -0.170691E-018     -0.490684E+013      0.209375E+001 
      0.194000E+001      0.493205E+013     -0.239014E-018     -0.493205E+013     -0.607422E+001 
      0.195000E+001      0.495725E+013     -0.334838E-018     -0.495725E+013      0.198096E+002 
      0.196000E+001      0.498246E+013     -0.469095E-018     -0.498246E+013      0.104883E+002 
      0.197000E+001      0.500767E+013     -0.657665E-018     -0.500767E+013      0.629102E+001 
      0.198000E+001      0.503289E+013     -0.921828E-018     -0.503289E+013      0.638086E+001 
      0.199000E+001      0.505810E+013     -0.129245E-017     -0.505810E+013      0.813672E+001 
      0.200000E+001      0.508332E+013     -0.181262E-017     -0.508332E+013      0.127598E+002 
